CO_IES	NO_IES	SGL_IES	CO_MANTENEDORA	NO_MANTENEDORA	CO_CATEGORIA_ADMINISTRATIVA	CO_ORGANIZACAO_ACADEMICA	CO_MUNICIPIO_IES	NO_MUNICIPIO_IES	SGL_UF_IES	NO_REGIAO_IES	QT_TEC_TOTAL	QT_PERIODICO_ELETRONICO	QT_LIVRO_ELETRONICO	VL_RECEITA_PROPRIA	VL_TRANSFERENCIA	VL_OUTRA_RECEITA	VL_DES_PESSOAL_REM_DOCENTE	VL_DES_PESSOAL_REM_TECNICO	VL_DES_PESSOAL_ENCARGO	VL_DES_CUSTEIO	VL_DES_INVESTIMENTO	VL_DES_PESQUISA	VL_DES_OUTRAS
1068	FACULDADE ALDETE MARIA ALVES	FAMA	745	INSTITUICAO ITURAMENSE DE ENSINO SUPERIOR	5	3	3134400	Iturama	MG	Sudeste	24	664	20	6268640.85	0.00	5145446.90	1596505.23	503163.34	695352.03	72390.42	34576.55	104654.98	3310959.82
1071	INSTITUTO DE ENSINO SUPERIOR DA FUNLEC	IESF	747	FUNDACAO LOWTONS DE EDUCACAO E CULTURA - FUNLEC	5	3	5002704	Campo Grande	MS	Centro-Oeste	15	0	0	2069586.25	0.01	39584.12	1066527.29	419929.51	422057.56	303681.93	70956.30	11135.28	6985.32
1072	FACULDADE AFIRMATIVO	FAFI	748	INSTITUTO DE EDUCACAO BOM JESUS DE CUIABA - EPP	4	3	5103403	Cuiabá	MT	Centro-Oeste	18	50	50	110000.00	0.00	50000.00	22700.00	26875.00	0.00	18000.00	15000.00	0.00	0.00
1075	INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA	IESP	750	SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA	4	3	2507507	João Pessoa	PB	Nordeste	110	18328	12	12963985.00	0.00	635221.00	4750895.00	1325225.00	1521511.00	2436630.00	1792725.00	0.00	93142.00
3805	FACULDADE DE TECNOLOGIA DA PARAÍBA	FATECPB	750	SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA	4	3	2503209	Cabedelo	PB	Nordeste	30	18328	12	12963985.00	0.00	635221.00	4750895.00	1325225.00	1521511.00	2436630.00	1792725.00	0.00	93142.00
1076	FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS	FAFIC	751	FUNDACAO DE ENSINO SUPERIOR DE CAJAZEIRAS	5	3	2503704	Cajazeiras	PB	Nordeste	42	34	0	5079358.98	0.00	58634.09	2109697.83	740742.78	1699920.88	251878.89	14000.00	45070.62	136043.08
1079	FACULDADE MARINGÁ	CESPAR	754	CENTRO DE ENSINO SUPERIOR DO PARANA - CESPAR	5	3	4115200	Maringá	PR	Sul	35	3	0	6944250.51	0.00	0.00	2236012.74	1443264.32	987259.82	2129884.93	236556.60	0.00	584829.05
1085	FACULDADE METODISTA DE SANTA MARIA	FAMES	755	INSTITUTO METODISTA CENTENARIO	5	3	4316907	Santa Maria	RS	Sul	38	31	4873	8120411.49	0.00	743193.84	2688930.79	1358433.83	1590513.68	344753.58	0.00	0.00	2320315.57
1086	FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE	FAEC	756	CENTRO DE ENSINO SUPERIOR DE COLORADO D''OESTE CESUC	5	3	1100064	Colorado do Oeste	RO	Norte	4	0	0	640912.50	0.00	0.00	288338.68	139980.34	287568.89	130969.32	0.00	0.00	0.00
1087	FACULDADES INTEGRADAS APARÍCIO CARVALHO	FIMCA	757	SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA	5	3	1100205	Porto Velho	RO	Norte	280	581	0	59479411.18	0.00	907458.26	18922759.75	5744009.32	8386701.49	5394145.76	2556981.54	562360.60	9619018.68
1090	FACULDADE SÃO LUÍS DE FRANÇA	FSLF	759	SOCIEDADE EDUCACIONAL E CULTURAL SERGIPE DEL REY LTDA	4	3	2800308	Aracaju	SE	Nordeste	25	7942	8827	2717879.79	0.00	34607.11	854098.92	858275.44	375887.05	2304550.14	193984.10	0.00	0.00
1092	FACULDADES INTEGRADAS DE BAURU	FIB	760	ASSOCIACAO RANIERI DE EDUCACAO E CULTURA LTDA	4	3	3506003	Bauru	SP	Sudeste	60	30	4000	17769756.44	0.00	713237.79	6478231.62	1430093.34	2937345.71	3174720.14	327607.18	0.00	0.00
1174	FACULDADE DE SABARÁ	SOECS	762	SOCIEDADE EDUCACIONAL E CULTURAL DE SABARA	5	3	3156700	Sabará	MG	Sudeste	29	112	112	4130994.55	0.01	366046.88	843238.94	494569.33	803150.24	729160.57	1582469.01	44453.04	0.01
1886	FACULDADE DE MONTE ALTO	FMA	763	INSTITUTO EDUCACIONAL DE MONTE ALTO	5	3	3531308	Monte Alto	SP	Sudeste	9	842	3809	818204.52	0.00	1739.62	394279.87	262853.24	174246.76	22160.51	0.00	0.00	27532.56
1097	FACULDADES INTEGRADAS DE SÃO PAULO	FISP	765	UNIAO EDUCACIONAL DE SAO PAULO LTDA.	4	3	3550308	São Paulo	SP	Sudeste	7	27972	12716	269306.00	0.00	153.00	1.00	0.01	0.00	3230.00	0.00	0.00	110765.00
1385	FACULDADES INTEGRADAS IPEP	FIPEP	766	INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP	5	3	3550308	São Paulo	SP	Sudeste	112	15	3568	2202958.89	0.00	0.00	548892.04	178866.62	387234.82	498515.67	0.00	111687.14	32759.14
3692	FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS	FATEC CAMPINAS	766	INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP	5	3	3509502	Campinas	SP	Sudeste	112	15	3569	660887.67	0.00	0.00	164667.61	53659.99	116170.99	149554.70	0.00	33506.31	9827.74
4450	FACULDADE METROPOLITANA DA AMAZÔNIA	FAMAZ	770	INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA	5	3	1501402	Belém	PA	Norte	208	12176	7329	64090750.79	0.00	5899478.29	15880000.99	4665995.89	8642303.54	12124483.72	7249724.11	227181.65	1045512.86
1113	CENTRO UNIVERSITÁRIO EURO-AMERICANO	UNIEURO	770	INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA	5	2	5300108	Brasília	DF	Centro-Oeste	230	12176	7329	84756686.24	0.00	14775782.57	20027005.16	6100855.45	12318035.48	25890838.44	2724630.10	214329.71	1436670.25
15508	Centro de Ensino Unificado do Piauí	CEUPI	770	INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA	4	3	2211001	Teresina	PI	Nordeste	18	7170	5500	5736672.30	0.00	0.00	2217256.20	314725.30	1117260.53	2701439.92	1427831.53	66604.55	700150.00
1115	FACULDADE SANTA TEREZINHA	CEST	772	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE S LUIZ	5	3	2111300	São Luís	MA	Nordeste	137	39112	0	21662899.98	0.00	4364904.41	7320997.54	2960537.76	6445133.09	2140485.10	322970.33	0.00	7055895.07
1118	UNIÃO DAS ESCOLAS DO GRUPO FAIMI DE EDUCAÇÃO	FAIMI	775	SOCIEDADE MANTENEDORA DE ENSINO SUPERIOR DE MIRASSOL LTDA. - SOMESMI	4	3	3530300	Mirassol	SP	Sudeste	34	905	0	8112802.72	0.00	440.02	1168281.01	778854.00	666671.40	112534.40	0.00	0.00	222247.59
779	FACULDADE DE PONTA PORÃ	FAP	777	ASSOCIACAO EDUCACIONAL ESGAIB KAYATT	5	3	5006606	Ponta Porã	MS	Centro-Oeste	9	842	8659	3200382.30	0.00	0.00	593716.28	395810.86	348343.19	82122.33	0.00	0.00	322131.18
1194	FACULDADE DE TECNOLOGIA DE PONTA PORÃ	FATEP	777	ASSOCIACAO EDUCACIONAL ESGAIB KAYATT	4	3	5006606	Ponta Porã	MS	Centro-Oeste	9	842	8659	3200382.30	0.00	0.00	593716.28	395810.86	348343.19	82122.33	0.00	0.00	322131.18
738	CENTRO UNIVERSITÁRIO TERESA D'ÁVILA	FATEA	778	INSTITUTO SANTA TERESA	5	2	3527207	Lorena	SP	Sudeste	237	0	0	22213872.58	1300.00	3758372.31	7000556.99	2982060.63	1132834.47	0.00	0.00	89963.21	14768129.59
545	FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA	FACCI	779	FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA	5	3	3131703	Itabira	MG	Sudeste	131	18	3479	16441031.14	0.00	1399315.04	3910195.89	2985564.23	3398204.15	5668037.23	0.00	0.00	1206330.87
544	FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA	FACHI	779	FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA	5	3	3131703	Itabira	MG	Sudeste	125	18	3479	6483171.82	0.00	667920.48	1866413.09	1425068.29	1622029.41	2705465.19	0.00	0.00	575805.35
135	CENTRO UNIVERSITÁRIO CLARETIANO	CEUCLAR	780	ACAO EDUCACIONAL CLARETIANA	5	2	3505906	Batatais	SP	Sudeste	621	2775	704	99346455.06	6190200.59	9740935.43	14637108.10	17793412.03	14048148.60	577893.69	1278715.07	0.00	41153365.64
1854	CLARETIANO - FACULDADE - CLARETIANORC	CLARETIANORC	780	ACAO EDUCACIONAL CLARETIANA	5	3	3543907	Rio Claro	SP	Sudeste	170	245	6439	23835074.53	0.00	328395.62	5109797.54	4786655.91	4263388.46	2924333.55	193207.95	0.00	2178885.70
4938	FACULDADE CLARETIANA DE TEOLOGIA		780	ACAO EDUCACIONAL CLARETIANA	5	3	4106902	Curitiba	PR	Sul	26	139	678	677846.73	0.00	216807.03	367698.25	488335.97	417719.39	11732.55	3113226.48	0.00	899488.04
1131	FACULDADE SANTO AGOSTINHO	FSA	781	ASSOCIACAO TERESINENSE DE ENSINO S/C LTDA	4	3	2211001	Teresina	PI	Nordeste	201	190	3000	53851011.42	0.00	94406.25	12493491.63	2379712.70	8690427.69	13522161.08	14873204.29	1388165.74	598254.54
1136	FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU	FACIG	783	ASSOCIACAO IGARASSUENSE DE EDUCACAO E CULTURA	5	3	2606804	Igarassu	PE	Nordeste	40	140	0	3545000.00	0.00	140000.00	1410900.00	785200.00	850000.00	450000.00	88900.00	15000.00	45000.00
1360	FACULDADE SÃO GABRIEL	FSG	784	UNIAO DAS ESCOLAS SUPERIORES CAMPOMAIORENSES LTDA - ME	4	3	2211001	Teresina	PI	Nordeste	10	30	0	3417066.75	0.00	0.00	958482.21	248583.98	1054008.64	835251.66	0.00	0.00	632971.57
1825	FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS	FEAD	785	SIEMG SISTEMA INTEGRADO DE ENSINO DE MINAS GERAIS LTDA	4	3	3106200	Belo Horizonte	MG	Sudeste	110	15	0	23724127.11	0.00	6.32	8906295.83	4654805.83	6240742.36	7963308.19	0.00	0.00	1660358.25
1139	FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG	FEAD - MG	785	SIEMG SISTEMA INTEGRADO DE ENSINO DE MINAS GERAIS LTDA	4	3	3106200	Belo Horizonte	MG	Sudeste	110	15	0	23724127.11	0.00	6.32	8906295.83	4654805.83	6240742.36	7963308.19	0.00	0.00	1660358.25
3609	FACULDADES INTEGRADAS IPITANGA	FACIIP	786	UNIBAHIA - UNIDADE BAIANA DE ENSINO, PESQUISA E EXTENSAO LTDA	4	3	2919207	Lauro de Freitas	BA	Nordeste	36	26	3200	2994194.49	102060.43	41976.00	924893.28	454521.80	281219.09	0.00	0.00	197777.55	0.00
1141	FACULDADE GAMA E SOUZA	FGS	787	ASSOCIACAO DE CULTURA E EDUCACAO SANTA TERESA	5	3	3304557	Rio de Janeiro	RJ	Sudeste	51	220	0	9451917.51	0.00	348905.33	3372279.33	1038660.30	1488609.92	0.00	388221.36	60635.84	1662963.72
1144	FACULDADE DE CIÊNCIAS HUMANAS	IMENSU	788	INSTITUTO MAIRIPORA DE ENSINO SUPERIOR	5	3	3528502	Mairiporã	SP	Sudeste	2	98	122	503427.35	0.00	6845.34	254320.48	108257.50	94098.60	1847.00	273872.00	6845.00	101213.00
1379	FACULDADES INTEGRADAS SÃO PEDRO	FAESA	789	ASSOCIACAO EDUCACIONAL DE VITORIA	5	3	3205309	Vitória	ES	Sudeste	120	50	7581	47538849.00	0.00	16331607.00	11136429.00	2927796.00	9801516.00	16136650.00	725049.00	140000.00	3165145.00
1151	FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE	FANESE	790	ASSOCIACAO DE ENSINO E PESQUISA GRACCHO CARDOSO S/C LTDA - ME	4	3	2800308	Aracaju	SE	Nordeste	76	130	4000	14676968.70	0.00	466573.65	4361493.58	1690346.04	3306964.52	5078135.51	285636.44	0.00	171099.00
1157	ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS	ESFA	793	SERVICO SOCIAL EDUCACIONAL BENEFICENTE SESEBE	5	3	3204609	Santa Teresa	ES	Sudeste	72	1	0	12652826.05	0.00	98120.41	3765491.79	2493947.03	1815175.00	1246460.00	195017.00	31050.00	0.00
1159	CENTRO DE ENSINO SUPERIOR DE VITÓRIA	CESV	794	UNIAO CAPIXABA DE ENSINO SUPERIOR LTDA - UCES	4	3	3205309	Vitória	ES	Sudeste	12	524	7342	1254617.94	0.00	53003.87	314242.16	210292.05	182217.84	336449.54	0.00	0.00	229439.33
1160	FACULDADE CAMBURY	CAMBURY	795	CENTRO TECNOLOGICO CAMBURY LTDA	4	3	5208707	Goiânia	GO	Centro-Oeste	166	304	6	19621546.14	0.00	2910838.86	4222220.98	2443868.72	2560237.22	591980.72	94250.62	50403.19	13132456.36
1526	FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF	SENAI	796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	6	3	7	379786.61	1763705.26	0.00	807361.60	318819.50	968515.75	48795.02	0.00	0.00	0.00
1286	FACULDADE SENAI DE TECNOLOGIA AMBIENTAL	SENAI	796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3548708	São Bernardo do Campo	SP	Sudeste	6	0	8	844674.00	5012954.00	0.00	2750918.00	306758.00	2673421.00	126531.00	0.00	0.00	0.00
1195	FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA	SENAI	796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3548807	São Caetano do Sul	SP	Sudeste	9	0	0	1349298.65	0.00	2684507.86	3160734.28	233023.60	20023.54	620025.09	0.00	0.00	0.00
1150	FACULDADE SENAI DE TECNOLOGIA GRÁFICA	SP SENAI	796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	8	0	0	756003.00	0.00	2023679.38	1155301.69	739535.50	673616.52	211228.67	0.00	0.00	0.00
4814	FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3554102	Taubaté	SP	Sudeste	2	0	3	1909479.64	0.00	0.00	770980.81	86400.00	994258.48	57840.35	0.00	0.00	0.00
4815	FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3534401	Osasco	SP	Sudeste	9	37	0	1261128.00	0.00	5314.14	443836.02	140642.89	607082.66	37827.10	0.00	0.00	0.00
4819	FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	5	9331	0	1014618.23	1507118.48	0.00	779283.00	441000.00	1125237.00	176216.71	0.00	0.00	0.00
4820	FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3548906	São Carlos	SP	Sudeste	6	18	0	221700.46	799456.59	622.41	407187.04	133000.00	439390.10	27984.36	0.00	0.00	14217.96
4817	FACULDADE DE TECNOLOGIA SENAI ANCHIETA		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	18	0	0	551963.27	1100920.66	0.00	766873.50	115865.12	732673.06	37472.25	0.00	0.00	0.00
14609	FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	16	0	0	989755.26	0.00	0.00	1330355.66	850640.83	500726.04	0.00	0.00	0.00	0.00
17516	Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	6	1	0	491339.00	907913.00	0.00	676492.44	160563.61	541193.95	21002.00	0.00	0.00	0.00
17690	FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3509502	Campinas	SP	Sudeste	8	0	0	553334.00	1039978.00	0.00	668506.16	265725.76	574750.25	84329.83	0.00	0.00	0.00
15502	Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	1	0	0	366585.65	0.00	4717.00	777477.86	24514.28	283538.93	17289.88	0.00	0.00	0.00
15501	Faculdade de Tecnologia SENAI Roberto Simonsen		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3550308	São Paulo	SP	Sudeste	3	1500	0	370000.00	2388131.45	0.00	1185194.28	279392.52	1159544.65	134000.00	0.00	0.00	0.00
17691	FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO JUNIOR		796	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	3552205	Sorocaba	SP	Sudeste	6	0	0	486160.80	0.00	0.00	1019024.07	191885.58	1308948.18	37072.78	0.00	0.00	0.00
1175	FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS	ESTÁCIO FARGS	799	SOCIEDADE EDUCACIONAL DO RIO GRANDE DO SUL	5	3	4314902	Porto Alegre	RS	Sul	25	35000	4800	19798237.60	0.00	439238.97	2480012.76	1857875.65	1371191.60	3210976.03	0.00	0.00	993868.07
1226	INSTITUTO DE ENSINO SUPERIOR DO ACRE	IESACRE	801	SOCIEDADE DE ENSINO SUPERIOR DO ACRE LTDA	4	3	1200401	Rio Branco	AC	Norte	1	729	0	15500799.62	0.00	0.00	1752294.39	44821.20	1035551.60	103208.25	294029.66	0.00	1110323.27
1366	FACULDADE BARDDAL	FB-SI	802	FUNDACAO BARDDAL DE EDUCACAO E CULTURA	5	3	4205407	Florianópolis	SC	Sul	13	99	3528	1361595.40	0.00	805.82	338068.30	225378.86	272604.93	1643251.31	0.00	0.00	604954.70
1185	CENTRO UNIVERSITÁRIO JORGE AMADO	UNIJORGE	805	ASBEC - SOCIEDADE BAIANA DE EDUCACAO E CULTURA S/A	4	2	2927408	Salvador	BA	Nordeste	680	18450	9000	214569943.56	0.00	10820250.47	30679061.04	12935230.11	26215977.50	50313286.89	10251453.62	391480.13	42315140.85
370	FACULDADE PAULISTA DE ARTES	FPA	806	IBDE INSTITUTO BRASILEIRO DE DESENV.EMPRESARIAL	5	3	3550308	São Paulo	SP	Sudeste	19	1	1	4667693.73	0.00	1567694.17	1847527.02	715487.56	939107.82	2639894.52	0.00	0.00	817968.03
1191	INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA	IESF	808	ASSOCIACAO INTEGRADA DE ENSINO SUPERIOR DO NORDESTE	5	3	2304400	Fortaleza	CE	Nordeste	14	2800	5000	617658.21	0.00	73664.04	832514.20	67221.18	25689.44	111431.97	346626.10	0.00	0.00
1192	FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO	FACIS	809	CENTRO DE ENSINO SUPERIOR DE HOMEOPATIA IBEHE S/S LTDA - EPP	4	3	3550308	São Paulo	SP	Sudeste	13	20	0	147732.54	0.00	62956.21	79227.54	20021.40	99248.94	15190.87	0.00	0.00	0.00
1198	FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ	FACET	810	SOCIEDADE EDUCACIONAL DE CIENCIAS E TECNOLOGIA SC - ME	4	3	4106902	Curitiba	PR	Sul	14	0	0	1847650.05	0.00	103400.00	468892.00	180469.00	442468.00	778736.00	72600.00	0.00	0.00
1202	FACULDADE SANTA RITA	FASAR	813	ENTIDADE MANTENEDORA DE ENSINO - SANTA RITA LTDA	4	3	3118304	Conselheiro Lafaiete	MG	Sudeste	69	0	0	17749848.97	0.00	0.00	7911917.28	1977979.32	3292051.37	820989.28	1501688.53	270255.48	117430.12
1204	FACULDADE DE AMAMBAI	FIAMA	814	ASSOCIACAO EDUCACIONAL DE AMAMBAI	5	3	5000609	Amambai	MS	Centro-Oeste	9	842	8659	185799.59	0.00	0.00	255785.43	109622.33	131546.79	31993.96	0.00	0.00	23230.56
1205	FACULDADE EDUCACIONAL DA LAPA	FAEL	815	SOCIEDADE TECNICA EDUCACIONAL DA LAPA S/A	4	3	4113205	Lapa	PR	Sul	682	176	3621	113840653.51	0.00	1683.00	6081981.98	10600086.08	12705025.46	57656220.01	1343735.33	1426964.97	27026010.51
1208	FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL		816	ANEC - SOCIEDADE NATALENSE DE EDUCACAO E CULTURA LTDA	4	3	2408102	Natal	RN	Nordeste	38	35000	4800	15208565.78	0.00	531556.66	1926485.00	1382748.00	963417.00	4636317.00	0.00	0.00	2118739.08
1213	FACULDADE FLEMING	SEF	819	SOCIEDADE EDUCACIONAL FLEMING	5	3	3509502	Campinas	SP	Sudeste	13	842	8659	3134141.35	0.00	0.00	643678.04	429118.70	355489.13	3891.52	0.00	0.00	250620.53
1472	CENTRO UNIVERSITÁRIO LEONARDO DA VINCI	UNIASSELVI	821	SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA	4	2	4207502	Indaial	SC	Sul	3122	18329	12397	301407235.36	0.00	2580805.69	40425272.39	12967930.59	25684109.25	15316040.15	12223106.00	0.00	35386083.44
2175	FACULDADE METROPOLITANA DE BLUMENAU	FAMEBLU	821	SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA	4	3	4202404	Blumenau	SC	Sul	88	12397	13543	37494236.02	0.00	3966141.72	9388487.52	2341545.24	5965759.78	4699186.49	1274901.00	0.00	2930754.00
16914	Faculdade Leonardo da Vinci - Santa Catarina		821	SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA	4	3	4218202	Timbó	SC	Sul	27	18329	12397	5315992.91	0.00	115894.99	1152061.45	419173.64	735038.53	994235.15	327574.22	0.00	633219.15
3155	FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL	FATEC	822	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	4208906	Jaraguá do Sul	SC	Sul	53	0	0	1540232.00	0.00	0.00	552350.00	101364.00	424914.10	0.00	2585.00	0.00	0.00
1958	FACULDADE DE TECNOLOGIA SENAI BLUMENAU	CET BLUMENAU	822	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	4202404	Blumenau	SC	Sul	71	0	0	2734973.74	0.00	0.00	960338.31	99126.14	134318.37	216886.25	39536.16	0.00	0.00
4148	FACULDADE DE TECNOLOGIA SENAI SÃO JOSÉ	SENAISC	822	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	4216602	São José	SC	Sul	143	0	0	1093.44	0.00	0.00	3966.48	145804.53	23926.55	0.00	0.00	0.00	1201.13
1957	FACULDADE DE TECNOLOGIA SENAI JOINVILLE	SENAI DE JOINVILLE	822	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	4209102	Joinville	SC	Sul	33	0	0	2008861.39	0.00	12653.81	671761.27	104833.53	594415.25	352239.62	0.00	0.00	0.00
3159	FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS	SENAI -SC - CTAI	822	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	4205407	Florianópolis	SC	Sul	21	4	3	1842835.48	0.00	0.00	763942.72	23688.42	667934.68	6244.48	6942.35	8731.66	112064.12
1763	FACULDADE DE TECNOLOGIA SENAI CHAPECÓ	SENAI	822	SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL	5	3	4204202	Chapecó	SC	Sul	14	9	0	797330.98	0.00	5573.15	268687.27	192000.00	290021.22	48802.74	0.00	0.00	0.00
1219	INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR	IIES	823	CENTRO INT DE ESTUDOS SUP PESQ E TECNOLOGIA-CIESPT	5	3	3522307	Itapetininga	SP	Sudeste	26	250	9456	8449604.00	0.00	1194198.18	1550482.51	678775.86	695102.69	2226020.82	375572.65	0.00	231445.19
1227	FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB	FASB	824	INSTITUTO AVANCADO DE ENSINO SUPERIOR DE BARREIRAS - IAESB	5	3	2903201	Barreiras	BA	Nordeste	152	32	4921	18238549.92	0.00	419513.17	6343339.57	4228893.04	3915511.85	0.00	113185.89	0.00	7423041.74
1237	FACULDADE NOSSA SENHORA APARECIDA	FANAP	827	ASSOCIACAO EDUCACIONAL NOSSA SENHORA APARECIDA - AENSA	5	3	5201405	Aparecida de Goiânia	GO	Centro-Oeste	54	35	0	10081177.57	0.00	0.00	3072173.78	1024057.93	1635339.15	1867458.18	1811144.70	0.00	300748.89
1239	FACULDADE PADRÃO	PADRAO	828	SOCIEDADE DE EDUCACAO E CULTURA DE GOIANIA LTDA	4	3	5208707	Goiânia	GO	Centro-Oeste	16	7000	4000	4786305.52	0.00	24418.76	2218897.62	134487.12	1007122.35	0.00	0.00	0.00	41081.29
2073	INSTITUTO SUPERIOR DE EDUCAÇÃO PADRÃO	ISE-PADRAO	828	SOCIEDADE DE EDUCACAO E CULTURA DE GOIANIA LTDA	4	3	5208707	Goiânia	GO	Centro-Oeste	5	7000	7100	4786305.52	0.00	24418.76	2218897.62	134487.12	100712235.00	0.00	0.00	0.00	4108129.00
2442	FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO	PIO XII - BIO	829	ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO	5	3	3201308	Cariacica	ES	Sudeste	30	110	0	5539944.02	0.00	503183.83	1454101.89	438818.70	1844635.00	373048.36	1084382.38	79550.85	1074629.24
2351	FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS	PIO XII - DIR	829	ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO	5	3	3201308	Cariacica	ES	Sudeste	30	110	0	5539944.02	0.00	503183.83	1454101.89	438818.70	1844635.00	373048.36	1084382.38	79550.85	1074629.24
1240	FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO	PIO XII	829	ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO	5	3	3201308	Cariacica	ES	Sudeste	30	110	0	5539944.02	0.00	503183.83	1454101.89	438818.70	1844635.00	373048.36	1084382.38	79550.85	1074629.24
